latitude,longitude,blk_no,road_name,postal_code,address
1.37179067644703,103.854961173992,578,ANG MO KIO AVENUE 10,560578,578 ANG MO KIO AVE 10
1.37057765782635,103.857854578394,561,ANG MO KIO AVENUE 10,560561,561 ANG MO KIO AVE 10
1.37203236308683,103.857625375797,556,ANG MO KIO AVENUE 10,560556,556 ANG MO KIO AVE 10
1.37473841331656,103.855876768354,542,ANG MO KIO AVENUE 10,560542,542 ANG MO KIO AVE 10
1.37529376778898,103.855452425625,540,ANG MO KIO AVENUE 10,560540,540 ANG MO KIO AVE 10
1.36848406233048,103.855468149019,450,ANG MO KIO AVENUE 10,560450,450 ANG MO KIO AVE 10
1.36884962699229,103.844564835127,201,ANG MO KIO AVENUE 3,560201,201 ANG MO KIO AVE 3
1.36682360872342,103.83649123351,235,ANG MO KIO AVENUE 3,560235,235 ANG MO KIO AVE 3
1.36834606813391,103.837196046409,232,ANG MO KIO AVENUE 3,560232,232 ANG MO KIO AVE 3
1.36659908629034,103.846874419073,329,ANG MO KIO AVENUE 3,560329,329 ANG MO KIO AVE 3
1.36664972640598,103.850133665442,313,ANG MO KIO AVENUE 3,560313,313 ANG MO KIO AVE 3
1.36970563478325,103.843515981311,121,ANG MO KIO AVENUE 3,560121,121 ANG MO KIO AVE 3
1.37039791675237,103.841878840032,130,ANG MO KIO AVENUE 3,560130,130 ANG MO KIO AVE 3
1.37083202800001,103.843546990613,128,ANG MO KIO AVENUE 3,560128,128 ANG MO KIO AVE 3
1.36860660305158,103.850808805402,424,ANG MO KIO AVENUE 3,560424,424 ANG MO KIO AVE 3
1.36799988809778,103.851873942231,422,ANG MO KIO AVENUE 3,560422,422 ANG MO KIO AVE 3
1.3697435855576,103.856023138277,570,ANG MO KIO AVENUE 3,560570,570 ANG MO KIO AVE 3
1.36984837555524,103.859404131956,564,ANG MO KIO AVENUE 3,560564,564 ANG MO KIO AVE 3
1.37065487078854,103.834630215787,255,ANG MO KIO AVENUE 4,560255,255 ANG MO KIO AVE 4
1.36991349865898,103.836525311642,258,ANG MO KIO AVENUE 4,560258,258 ANG MO KIO AVE 4
1.37045937010888,103.837419259859,110,ANG MO KIO AVENUE 4,560110,110 ANG MO KIO AVE 4
1.37914986228487,103.84093819913,644,ANG MO KIO AVENUE 4,560644,644 ANG MO KIO AVE 4
1.37619319942083,103.837038191014,178,ANG MO KIO AVENUE 4,560178,178 ANG MO KIO AVE 4
1.37530562109722,103.839395071769,157,ANG MO KIO AVENUE 4,560157,157 ANG MO KIO AVE 4
1.37549519574964,103.839947470774,156,ANG MO KIO AVENUE 4,560156,156 ANG MO KIO AVE 4
1.38156171229824,103.84000226873,624,ANG MO KIO AVENUE 4,560624,624 ANG MO KIO AVE 4
1.37559336678106,103.853347801104,538,ANG MO KIO AVENUE 5,560538,538 ANG MO KIO AVE 5
1.38104134784496,103.835131744823,601,ANG MO KIO AVENUE 5,560601,601 ANG MO KIO AVE 5
1.38070883044887,103.835368226602,602,ANG MO KIO AVENUE 5,560602,602 ANG MO KIO AVE 5
1.38020079047279,103.83575571651,603,ANG MO KIO AVENUE 5,560603,603 ANG MO KIO AVE 5
1.37986658053966,103.835976650638,604,ANG MO KIO AVENUE 5,560604,604 ANG MO KIO AVE 5
1.37932777238671,103.83673603156,606,ANG MO KIO AVENUE 5,560606,606 ANG MO KIO AVE 5
1.37546163119278,103.848942047568,503,ANG MO KIO AVENUE 5,560503,503 ANG MO KIO AVE 5
1.3733782941643,103.853042534069,524,ANG MO KIO AVENUE 5,560524,524 ANG MO KIO AVE 5
1.3729419359545,103.852866402032,523,ANG MO KIO AVENUE 5,560523,523 ANG MO KIO AVE 5
1.37671105271454,103.841168190659,151,ANG MO KIO AVENUE 5,560151,151 ANG MO KIO AVE 5
1.37680678506745,103.842017962576,150,ANG MO KIO AVENUE 5,560150,150 ANG MO KIO AVE 5
1.37626067387977,103.841230957516,154,ANG MO KIO AVENUE 5,560154,154 ANG MO KIO AVE 5
1.3766876256746,103.840159506601,152,ANG MO KIO AVENUE 5,560152,152 ANG MO KIO AVE 5
1.37733908523477,103.836472445051,182,ANG MO KIO AVENUE 5,560182,182 ANG MO KIO AVE 5
1.37679309896347,103.837142240849,181,ANG MO KIO AVENUE 5,560181,181 ANG MO KIO AVE 5
1.37180102410534,103.84699031799,720,ANG MO KIO AVENUE 6,560720,720 ANG MO KIO AVE 6
1.37939517687868,103.843763599411,646,ANG MO KIO AVENUE 6,560646,646 ANG MO KIO AVE 6
1.38036187235317,103.842334616577,637,ANG MO KIO AVENUE 6,560637,637 ANG MO KIO AVE 6
1.37400086510074,103.850139806283,509,ANG MO KIO AVENUE 8,560509,509 ANG MO KIO AVE 8
1.37205123278789,103.850545847531,596B,ANG MO KIO STREET 52,562596,596B ANG MO KIO ST 52
1.36385512178453,103.855287998999,412,ANG MO KIO AVENUE 10,560412,412 ANG MO KIO AVE 10
1.36445335577543,103.853655233672,415,ANG MO KIO AVENUE 10,560415,415 ANG MO KIO AVE 10
1.36736755852819,103.843920935718,204,ANG MO KIO AVENUE 3,560204,204 ANG MO KIO AVE 3
1.36880359418469,103.841618072603,212,ANG MO KIO AVENUE 3,560212,212 ANG MO KIO AVE 3
1.36885445228086,103.837896397823,230,ANG MO KIO AVENUE 3,560230,230 ANG MO KIO AVE 3
1.37939470300077,103.839157232686,610,ANG MO KIO AVENUE 4,560610,610 ANG MO KIO AVE 4
1.37583827139652,103.838123054825,177,ANG MO KIO AVENUE 4,560177,177 ANG MO KIO AVE 4
1.37635745661369,103.842056476563,153,ANG MO KIO AVENUE 5,560153,153 ANG MO KIO AVE 5
1.37690418077298,103.836218103538,179,ANG MO KIO AVENUE 5,560179,179 ANG MO KIO AVE 5
1.38158208102128,103.84327351566,634,ANG MO KIO AVENUE 6,560634,634 ANG MO KIO AVE 6
1.37260157854458,103.857234141592,553,ANG MO KIO AVENUE 10,560553,553 ANG MO KIO AVE 10
1.37392862005901,103.858665713793,551,ANG MO KIO AVENUE 10,560551,551 ANG MO KIO AVE 10
1.37317921904936,103.856294541429,545,ANG MO KIO AVENUE 10,560545,545 ANG MO KIO AVE 10
1.36997128892861,103.846076487359,700A,ANG MO KIO AVENUE 6,561700,700A ANG MO KIO AVE 6
1.36941049804616,103.846059822142,700B,ANG MO KIO AVENUE 6,562700,700B ANG MO KIO AVE 6
1.36944159368432,103.84648823913,700C,ANG MO KIO AVENUE 6,563700,700C ANG MO KIO AVE 6
1.36421831526448,103.846861474806,315A,ANG MO KIO STREET 31,562315,315A ANG MO KIO ST 31
1.37193571932413,103.85014325987,596C,ANG MO KIO STREET 52,563596,596C ANG MO KIO ST 52
1.37925113811966,103.838031514738,609,ANG MO KIO AVENUE 4,560609,609 ANG MO KIO AVE 4
1.3694605445784,103.834659046016,253,ANG MO KIO STREET 21,560253,253 ANG MO KIO ST 21
1.37144743640862,103.841783557978,132,ANG MO KIO AVENUE 3,560132,132 ANG MO KIO AVE 3
1.33224019718694,103.92890624288,514,BEDOK NORTH AVENUE 2,460514,514 BEDOK NTH AVE 2
1.32082560856834,103.938994585574,38,BEDOK SOUTH ROAD,460038,38 BEDOK STH RD
1.31190862291575,103.923474271929,2,EAST COAST ROAD,450002,2 EAST COAST RD
1.32751177120151,103.942220384041,74,BEDOK NORTH ROAD,460074,74 BEDOK NTH RD
1.32791477933184,103.942144427101,75,BEDOK NORTH ROAD,460075,75 BEDOK NTH RD
1.33164071248973,103.931167665142,501,BEDOK NORTH STREET 3,460501,501 BEDOK NTH ST 3
1.33148387479968,103.932465913287,503,BEDOK NORTH STREET 3,460503,503 BEDOK NTH ST 3
1.33303698213001,103.924812248346,534,BEDOK NORTH STREET 3,460534,534 BEDOK NTH ST 3
1.32191533930821,103.933180861675,3,BEDOK SOUTH AVENUE 1,460003,3 BEDOK STH AVE 1
1.32130118793544,103.933299574181,2,BEDOK SOUTH AVENUE 1,460002,2 BEDOK STH AVE 1
1.32723388955932,103.922217484759,19,CHAI CHEE ROAD,461019,19 CHAI CHEE RD
1.32627271243233,103.922885287154,20,CHAI CHEE ROAD,461020,20 CHAI CHEE RD
1.32577850604228,103.922424710131,21,CHAI CHEE ROAD,461021,21 CHAI CHEE RD
1.32395813360222,103.936341250384,29,NEW UPPER CHANGI ROAD,464029,29 NEW UPP CHANGI RD
1.32352678248226,103.936423896498,30,NEW UPPER CHANGI ROAD,461030,30 NEW UPP CHANGI RD
1.32405898618809,103.940695612461,59,NEW UPPER CHANGI ROAD,461059,59 NEW UPP CHANGI RD
1.32488916644196,103.920246730461,59,CHAI CHEE ROAD,460059,59 CHAI CHEE RD
1.33025307073546,103.927058345096,521,BEDOK NORTH AVENUE 1,460521,521 BEDOK NTH AVE 1
1.33066302927677,103.92698039611,522,BEDOK NORTH AVENUE 1,460522,522 BEDOK NTH AVE 1
1.33131021834565,103.92685391703,548,BEDOK NORTH AVENUE 1,460548,548 BEDOK NTH AVE 1
1.3326931795279,103.926617402908,550,BEDOK NORTH AVENUE 1,460550,550 BEDOK NTH AVE 1
1.32929126082802,103.931090689284,412,BEDOK NORTH AVENUE 2,460412,412 BEDOK NTH AVE 2
1.32840382815915,103.930684870347,416,BEDOK NORTH AVENUE 2,460416,416 BEDOK NTH AVE 2
1.32856421177174,103.930036524233,418,BEDOK NORTH AVENUE 2,460418,418 BEDOK NTH AVE 2
1.33098173461878,103.933604621756,401,BEDOK NORTH AVENUE 3,460401,401 BEDOK NTH AVE 3
1.33348258777759,103.937542520091,103,BEDOK NORTH AVENUE 4,460103,103 BEDOK NTH AVE 4
1.33372280929,103.936517719048,105,BEDOK NORTH AVENUE 4,460105,105 BEDOK NTH AVE 4
1.3332985212474,103.936601473643,104,BEDOK NORTH AVENUE 4,460104,104 BEDOK NTH AVE 4
1.33274009226511,103.936223519694,108,BEDOK NORTH ROAD,460108,108 BEDOK NTH RD
1.33065454769523,103.938496275607,117,BEDOK NORTH ROAD,460117,117 BEDOK NTH RD
1.33143368026417,103.936865404278,115,BEDOK NORTH ROAD,460115,115 BEDOK NTH RD
1.32925881944574,103.939046430321,124,BEDOK NORTH ROAD,460124,124 BEDOK NTH RD
1.32774467875638,103.928874390405,420,BEDOK NORTH STREET 1,460420,420 BEDOK NTH ST 1
1.32832133313255,103.93658216345,134,BEDOK NORTH STREET 2,460134,134 BEDOK NTH ST 2
1.327740236451,103.939005696963,128,BEDOK NORTH STREET 2,460128,128 BEDOK NTH ST 2
1.3281683000397,103.938917890645,126,BEDOK NORTH STREET 2,460126,126 BEDOK NTH ST 2
1.33001011188999,103.936343483972,138,BEDOK NORTH STREET 2,460138,138 BEDOK NTH ST 2
1.33490287587397,103.927838167286,528,BEDOK NORTH STREET 3,460528,528 BEDOK NTH ST 3
1.33317541870197,103.931265025162,509,BEDOK NORTH STREET 3,460509,509 BEDOK NTH ST 3
1.33066590908483,103.922843972485,542,BEDOK NORTH STREET 3,460542,542 BEDOK NTH ST 3
1.33082005919243,103.925595840288,546,BEDOK NORTH STREET 3,460546,546 BEDOK NTH ST 3
1.33262715051315,103.928172121608,554,BEDOK NORTH STREET 3,460554,554 BEDOK NTH ST 3
1.33631180600308,103.922392167199,713,BEDOK RESERVOIR ROAD,470713,713 BEDOK RESERVOIR RD
1.33184129947186,103.913196235939,608,BEDOK RESERVOIR ROAD,470608,608 BEDOK RESERVOIR RD
1.32877022232019,103.909381354431,103,BEDOK RESERVOIR ROAD,470103,103 BEDOK RESERVOIR RD
1.32987028916159,103.909220387915,107,BEDOK RESERVOIR ROAD,470107,107 BEDOK RESERVOIR RD
1.33295923556348,103.914941831232,631,BEDOK RESERVOIR ROAD,470631,631 BEDOK RESERVOIR RD
1.32329861671383,103.932762614007,23,BEDOK SOUTH AVENUE 1,460023,23 BEDOK STH AVE 1
1.3228317365472,103.932852166088,22,BEDOK SOUTH AVENUE 1,460022,22 BEDOK STH AVE 1
1.32283703302242,103.939124525951,33,BEDOK SOUTH AVENUE 2,460033,33 BEDOK STH AVE 2
1.32901430131171,103.925667777871,44,CHAI CHEE STREET,461044,44 CHAI CHEE ST
1.32861957588571,103.924497070108,45,CHAI CHEE STREET,461045,45 CHAI CHEE ST
1.32930431416537,103.922415807329,50,CHAI CHEE STREET,461050,50 CHAI CHEE ST
1.32947840879761,103.921105111921,54,CHAI CHEE STREET,460054,54 CHAI CHEE ST
1.33356916079672,103.913545814607,136,BEDOK RESERVOIR ROAD,470136,136 BEDOK RESERVOIR RD
1.33557619454702,103.911545779692,151,BEDOK RESERVOIR ROAD,470151,151 BEDOK RESERVOIR RD
1.32233220742919,103.939766219283,35,BEDOK SOUTH AVENUE 2,460035,35 BEDOK STH AVE 2
1.32221710776614,103.934991224907,6,BEDOK SOUTH AVENUE 2,460006,6 BEDOK STH AVE 2
1.32485409589901,103.926038014379,35,CHAI CHEE AVENUE,461035,35 CHAI CHEE AVE
1.32432684067535,103.942429994179,53,NEW UPPER CHANGI ROAD,461053,53 NEW UPP CHANGI RD
1.32390387200176,103.942511366491,52,NEW UPPER CHANGI ROAD,461052,52 NEW UPP CHANGI RD
1.3267134876497,103.940892186551,180,BEDOK NORTH ROAD,460180,180 BEDOK NTH RD
1.32623725322603,103.940827550178,185,BEDOK NORTH ROAD,460185,185 BEDOK NTH RD
1.3366305993765,103.92574851611,718,BEDOK RESERVOIR ROAD,470718,718 BEDOK RESERVOIR RD
1.33695439373089,103.928960561768,723,BEDOK RESERVOIR ROAD,470723,723 BEDOK RESERVOIR RD
1.32038884581716,103.945093904498,169,BEDOK SOUTH AVENUE 3,460169,169 BEDOK STH AVE 3
1.32691137466792,103.924883893296,11,CHAI CHEE ROAD,460011,11 CHAI CHEE RD
1.32797614118511,103.927565110763,423,BEDOK NORTH AVENUE 1,460423,423 BEDOK NTH AVE 1
1.33336715518929,103.929177675999,512,BEDOK NORTH AVENUE 2,460512,512 BEDOK NTH AVE 2
1.33340012199511,103.932519441614,508,BEDOK NORTH AVENUE 3,460508,508 BEDOK NTH AVE 3
1.33288899931346,103.941309734338,93,BEDOK NORTH AVENUE 4,460093,93 BEDOK NTH AVE 4
1.32769194470055,103.940763685492,79,BEDOK NORTH ROAD,460079,79 BEDOK NTH RD
1.32891558225172,103.940528728774,81,BEDOK NORTH ROAD,460081,81 BEDOK NTH RD
1.32964201790706,103.938821071117,121,BEDOK NORTH ROAD,460121,121 BEDOK NTH RD
1.32825912318808,103.928973650256,421,BEDOK NORTH ROAD,460421,421 BEDOK NTH RD
1.33663681806047,103.918995255673,705,BEDOK NORTH ROAD,470705,705 BEDOK NTH RD
1.32755443192195,103.938030484223,129,BEDOK NORTH STREET 2,460129,129 BEDOK NTH ST 2
1.32716150771949,103.936824833587,130,BEDOK NORTH STREET 2,460130,130 BEDOK NTH ST 2
1.32861719819893,103.937787149387,122,BEDOK NORTH STREET 2,460122,122 BEDOK NTH ST 2
1.33419173917878,103.925386600613,532,BEDOK NORTH STREET 3,460532,532 BEDOK NTH ST 3
1.33033659434823,103.923223544145,543,BEDOK NORTH STREET 3,460543,543 BEDOK NTH ST 3
1.3355737307958,103.923820023145,710,BEDOK RESERVOIR ROAD,470710,710 BEDOK RESERVOIR RD
1.3299667100249,103.910782526741,113,BEDOK RESERVOIR ROAD,470113,113 BEDOK RESERVOIR RD
1.33103784588692,103.908641634756,116,BEDOK RESERVOIR ROAD,470116,116 BEDOK RESERVOIR RD
1.32510871928237,103.920738188884,61,CHAI CHEE ROAD,460061,61 CHAI CHEE RD
1.33592504234068,103.938460933366,770,BEDOK RESERVOIR VIEW,470770,770 BEDOK RESERVOIR VIEW
1.3365822191075,103.93670727972,774,BEDOK RESERVOIR VIEW,470774,774 BEDOK RESERVOIR VIEW
1.33334609718403,103.911344064946,128,BEDOK RESERVOIR ROAD,470128,128 BEDOK RESERVOIR RD
1.33563649761465,103.913269358016,142,BEDOK RESERVOIR ROAD,470142,142 BEDOK RESERVOIR RD
1.31873607930176,103.945715581305,157,BEDOK SOUTH AVENUE 3,460157,157 BEDOK STH AVE 3
1.33182838179324,103.933338253415,505,BEDOK NORTH AVENUE 3,460505,505 BEDOK NTH AVE 3
1.3316586704976,103.915937361546,612,BEDOK RESERVOIR ROAD,470612,612 BEDOK RESERVOIR RD
1.33006721315152,103.911619264196,601,BEDOK RESERVOIR ROAD,470601,601 BEDOK RESERVOIR RD
1.32934898685946,103.911583237057,602,BEDOK RESERVOIR ROAD,470602,602 BEDOK RESERVOIR RD
1.334527450026,103.916865046091,621,BEDOK RESERVOIR ROAD,470621,621 BEDOK RESERVOIR RD
1.32969408806205,103.910490219171,112,BEDOK RESERVOIR ROAD,470112,112 BEDOK RESERVOIR RD
1.32430604941035,103.921625366639,805,CHAI CHEE ROAD,460805,805 CHAI CHEE RD
1.32331161222379,103.923620464562,26,CHAI CHEE ROAD,460026,26 CHAI CHEE RD
1.33231453771743,103.905520202093,648,JALAN TENAGA,410648,648 JLN TENAGA
1.33289023437904,103.907466873855,653,JALAN TENAGA,410653,653 JLN TENAGA
1.33370603793401,103.907540974425,656,JALAN TENAGA,410656,656 JLN TENAGA
1.33433246206686,103.906386015918,659,JALAN TENAGA,410659,659 JLN TENAGA
1.33755208890136,103.925449316134,717,BEDOK RESERVOIR ROAD,470717,717 BEDOK RESERVOIR RD
1.33170961948351,103.905702136908,647,JALAN TENAGA,410647,647 JLN TENAGA
1.32997311186222,103.9375717024,120,BEDOK NORTH STREET 2,460120,120 BEDOK NTH ST 2
1.32262578075749,103.937815786523,32,BEDOK SOUTH AVENUE 2,460032,32 BEDOK STH AVE 2
1.32400911794369,103.925848135552,33,CHAI CHEE AVENUE,461033,33 CHAI CHEE AVE
1.32275469870145,103.940776413808,61,NEW UPPER CHANGI ROAD,461061,61 NEW UPP CHANGI RD
1.32247807692488,103.941254614647,60,NEW UPPER CHANGI ROAD,461060,60 NEW UPP CHANGI RD
1.33361429610515,103.942628254514,94C,BEDOK NORTH AVENUE 4,462094,94C BEDOK NTH AVE 4
1.33629244771801,103.926101654356,721,BEDOK RESERVOIR ROAD,470721,721 BEDOK RESERVOIR RD
1.33764586553964,103.928990816937,725,BEDOK RESERVOIR ROAD,470725,725 BEDOK RESERVOIR RD
1.33210132151895,103.904953194958,640,BEDOK RESERVOIR ROAD,410640,640 BEDOK RESERVOIR RD
1.33127359772764,103.905592578253,642,BEDOK RESERVOIR ROAD,410642,642 BEDOK RESERVOIR RD
1.32563496745023,103.909815198327,104,LENGKONG TIGA,410104,104 LENGKONG TIGA
1.32508845931345,103.91000876961,106,LENGKONG TIGA,410106,106 LENGKONG TIGA
1.35091296258284,103.837585157698,309,SHUNFU ROAD,570309,309 SHUNFU RD
1.34740957043624,103.848054589423,110,BISHAN STREET 12,570110,110 BISHAN ST 12
1.34671498920224,103.847398357544,108,BISHAN STREET 12,570108,108 BISHAN ST 12
1.36345320627772,103.834214627275,407,SIN MING AVENUE,570407,407 SIN MING AVE
1.34479967079912,103.85310654157,140,BISHAN STREET 12,570140,140 BISHAN ST 12
1.36139715643871,103.843281258825,248,BISHAN STREET 22,570248,248 BISHAN ST 22
1.35487654982642,103.847594065589,204,BISHAN STREET 23,570204,204 BISHAN ST 23
1.35717822124501,103.848152969032,213,BISHAN STREET 23,570213,213 BISHAN ST 23
1.35872842612016,103.830642754421,455,SIN MING AVENUE,570455,455 SIN MING AVE
1.34408604869725,103.854147568942,146,BISHAN STREET 11,570146,146 BISHAN ST 11
1.34723185095729,103.848808988875,113,BISHAN STREET 12,570113,113 BISHAN ST 12
1.34648720621029,103.850461077477,123,BISHAN STREET 12,570123,123 BISHAN ST 12
1.34607589409488,103.851694780512,127,BISHAN STREET 12,570127,127 BISHAN ST 12
1.34896062200566,103.853736013686,175,BISHAN STREET 13,570175,175 BISHAN ST 13
1.3478462316134,103.853549587529,177,BISHAN STREET 13,570177,177 BISHAN ST 13
1.34812743111822,103.852330274842,178,BISHAN STREET 13,570178,178 BISHAN ST 13
1.34488600912462,103.85428449567,145,BISHAN STREET 11,570145,145 BISHAN ST 11
1.34711902955637,103.851553257146,125,BISHAN STREET 12,570125,125 BISHAN ST 12
1.34627451305877,103.852083743726,126,BISHAN STREET 12,570126,126 BISHAN ST 12
1.34551249132105,103.848314162387,103,BISHAN STREET 12,570103,103 BISHAN ST 12
1.34642029733671,103.853592501555,170,BISHAN STREET 13,570170,170 BISHAN ST 13
1.34897431725156,103.851306462341,192,BISHAN STREET 13,570192,192 BISHAN ST 13
1.34910117325148,103.85071054062,197,BISHAN STREET 13,570197,197 BISHAN ST 13
1.34759183482171,103.856411840501,161,BISHAN STREET 13,570161,161 BISHAN ST 13
1.34800341123895,103.855395747158,167,BISHAN STREET 13,570167,167 BISHAN ST 13
1.34662507482215,103.855033173199,154,BISHAN STREET 13,570154,154 BISHAN ST 13
1.35853942882943,103.832309279131,444,SIN MING AVENUE,570444,444 SIN MING AVE
1.36166764006371,103.842743222032,255,BISHAN STREET 22,570255,255 BISHAN ST 22
1.35601736515828,103.845668085918,292,BISHAN STREET 22,570292,292 BISHAN ST 22
1.34734957400825,103.850535153606,119,BISHAN STREET 12,570119,119 BISHAN ST 12
1.35898689332218,103.843324418377,261,BISHAN STREET 22,570261,261 BISHAN ST 22
1.35729122854977,103.845845690555,231,BISHAN STREET 23,570231,231 BISHAN ST 23
1.3578715351567,103.832313916906,446,BRIGHT HILL DRIVE,570446,446 BRIGHT HILL DR
1.35665146828264,103.751091825657,528,BUKIT BATOK STREET 51,650528,528 BT BATOK ST 51
1.35590698154634,103.750411621456,534,BUKIT BATOK STREET 51,650534,534 BT BATOK ST 51
1.35196560331027,103.754983672501,504,BUKIT BATOK STREET 52,650504,504 BT BATOK ST 52
1.35669994020487,103.752306417884,523,BUKIT BATOK STREET 52,650523,523 BT BATOK ST 52
1.34712172862216,103.750057276189,205,BUKIT BATOK STREET 21,650205,205 BT BATOK ST 21
1.36238776835658,103.749167455431,343,BUKIT BATOK STREET 34,650343,343 BT BATOK ST 34
1.35551876314657,103.751164489972,536,BUKIT BATOK STREET 52,650536,536 BT BATOK ST 52
1.36411808978519,103.746019995285,411,BUKIT BATOK WEST AVENUE 4,650411,411 BT BATOK WEST AVE 4
1.34865945802076,103.753794578776,228,BUKIT BATOK CENTRAL,650228,228 BT BATOK CTRL
1.34838399787614,103.753520312233,227,BUKIT BATOK CENTRAL,650227,227 BT BATOK CTRL
1.3502391390638,103.755100850762,239,BUKIT BATOK EAST AVENUE 5,650239,239 BT BATOK EAST AVE 5
1.3488252646597,103.755127558884,233,BUKIT BATOK EAST AVENUE 5,650233,233 BT BATOK EAST AVE 5
1.34719281119437,103.752217334445,212,BUKIT BATOK STREET 21,650212,212 BT BATOK ST 21
1.34673392184416,103.754727840299,217,BUKIT BATOK STREET 21,650217,217 BT BATOK ST 21
1.34720729813155,103.754999726682,219,BUKIT BATOK STREET 21,650219,219 BT BATOK ST 21
1.35817033436975,103.748118653062,307,BUKIT BATOK STREET 31,650307,307 BT BATOK ST 31
1.36033274170697,103.749691516072,367,BUKIT BATOK STREET 31,650367,367 BT BATOK ST 31
1.3605766052846,103.746834002944,316,BUKIT BATOK STREET 32,650316,316 BT BATOK ST 32
1.36131699323376,103.747741215309,321,BUKIT BATOK STREET 33,650321,321 BT BATOK ST 33
1.36445863795592,103.744991611928,410,BUKIT BATOK WEST AVENUE 4,650410,410 BT BATOK WEST AVE 4
1.34927993077587,103.743857543224,148,BUKIT BATOK WEST AVENUE 6,650148,148 BT BATOK WEST AVE 6
1.34966890869827,103.744083499088,146,BUKIT BATOK WEST AVENUE 6,650146,146 BT BATOK WEST AVE 6
1.35044711973729,103.744471903926,138,BUKIT BATOK WEST AVENUE 6,650138,138 BT BATOK WEST AVE 6
1.35159086987043,103.74450960649,134,BUKIT BATOK WEST AVENUE 6,650134,134 BT BATOK WEST AVE 6
1.35125231918218,103.744795017835,135,BUKIT BATOK WEST AVENUE 6,650135,135 BT BATOK WEST AVE 6
1.34879030700149,103.757864718209,272,BUKIT BATOK EAST AVENUE 4,650272,272 BT BATOK EAST AVE 4
1.35925940866068,103.75069463109,371,BUKIT BATOK STREET 31,650371,371 BT BATOK ST 31
1.36103222148882,103.748091419935,323,BUKIT BATOK STREET 33,650323,323 BT BATOK ST 33
1.36216472766267,103.747628122263,324,BUKIT BATOK STREET 33,650324,324 BT BATOK ST 33
1.35144149324876,103.753696666741,503,BUKIT BATOK STREET 52,650503,503 BT BATOK ST 52
1.36185535796353,103.74553689387,424,BUKIT BATOK WEST AVENUE 2,650424,424 BT BATOK WEST AVE 2
1.34970536621826,103.748403180472,620,BUKIT BATOK CENTRAL,650620,620 BT BATOK CTRL
1.35091259231107,103.759021061327,260,BUKIT BATOK EAST AVENUE 4,650260,260 BT BATOK EAST AVE 4
